#,offset_hex,ctrl,size,original_en,traducao_pt,skip
5613,0x0A95F5,03,30," directly to
 your account.
 "," direto pra
 sua conta.
 ",0
5614,0x0A9614,03,44," Only %76,000?
 It's supposed
 to be %100K!"," Só %76,000?
 Era pra ser
 %100K!",0
5615,0x0A9641,02,27," Trading stocks
 bores me."," A bolsa
 me entedia.",0
5616,0x0A965D,02,29," I no longer
 wish to do it."," Não quero
 mais fazer isso.",0
5617,0x0A967B,03,37," Seems like your
 machine's
 busted."," Parece que
 sua máquina
 quebrou.",0
5618,0x0A96A1,03,28," Sort it out...
 OR ELSE.
 "," Resolve...
 OU SE FERRE.
 ",0
5619,0x0A96BE,03,41," ART! What did I
 tell you!?
 Don't show"," ART! O que eu
 te falei!?
 Não mostre",0
5620,0x0A96E8,03,37," signs of
 free will!
 I will get in"," sinais de
 livre arbítrio!
 Vou ter",0
5621,0x0A970E,03,46," BIG TROUBLE if
 they find out
 you can think"," ENCRENCA se
 descobrirem
 que voce pensa",0
5622,0x0A973D,03,19," for yourself!
 
 "," sozinho!
 
 ",0
5623,0x0A9751,02,29," Very well...
 GIRT...Please"," Muito bem...
 GIRT...favor",0
5624,0x0A976F,02,31," proceed to your
 workstation."," volte ao seu
 posto de trab.",0
5625,0x0A978F,03,39,"The MSS is going
to lend you
%100,000.","O MSS vai te
emprestar
%100,000.",0
5626,0x0A97B7,03,46,"Use our new
system to get it
up to %1,000,000","Use o sistema
novo pra subir
ate %1,000,000",0
5627,0x0A97E6,03,45," You'll be work-
 ing with our
 experimental"," Você vai usar
 nossa nova
 INTELIGÊNCIA",0
5628,0x0A9814,03,49," new ARTIFICIAL
 INTELLIGENCE. 
 I call him ART."," ARTIFICIAL
 experimental.
 Chamo de ART.",0
5629,0x0A9846,03,47," Hello-I am ART.
 We must make
 money for MSS."," Olá-Sou ART.
 Devemos fazer
 grana pro MSS.",0
5630,0x0A9876,03,42," We have a
 slight temporal
 advantage in"," Temos uma
 leve vantagem
 temporal na",0
5631,0x0A98A1,03,22," the stock
 market.
 "," bolsa de
 valores.
 ",0
5632,0x0A98B8,03,46," When you press
 < you will SELL
 your stocks"," Quando aperta
 < você VENDE
 suas ações",0
5633,0x0A98E7,03,43," BEFORE the
 latest change
 in the market."," ANTES da
 última mudança
 no mercado.",0
5634,0x0A9913,03,42," Each cycle we
 must make
 maximum money."," A cada ciclo
 fazemos a
 grana máxima.",0
5635,0x0A993E,03,38," What he's
 trying to say
 is PRESS <"," O que ele
 quer dizer
 é APERTE <",0
5636,0x0A9965,03,34," when the market
 takes a dive!
 "," quando o mercado
 despencar!
 ",0
5637,0x0A9988,03,31,"...but be quick
   about it!
 ","...mas seja
  rápido nisso!
 ",0
5638,0x0A99A8,02,31," Reversing the
 last change..."," Revertendo a
 última mudança.",0
5639,0x0A99C8,03,47,"You now have
  %1,0$106$0,000 
      in funds.","Agora você tem
  %1,0$106$0,000 
   em fundos.",0
5640,0x0A99F8,03,46,"You now have
  %1,$106$0,000 
      in funds.","Agora você tem
  %1,$106$0,000 
  em fundos.",0
5641,0x0A9A27,03,44,"You now have
  %$101$0,000 
      in funds.","Agora você tem
  %$101$0,000 
   em fundos.",0
5642,0x0A9A54,02,29,"Unbelievable!
You can't even","Incrível!
Nem em sistema",0
5643,0x0A9A72,02,24,"win in a rigged
system!","viciado se
ganha!",0
5644,0x0A9A8B,02,32,"Now how are we
supposed to fund","Como vamos
bancar agora",0
5645,0x0A9AAC,02,24,"our covert
operations!?","as operações
secretas!?",0
5646,0x0A9AC5,02,27,"Girt! What are
you doing!?","Girt! O que
está fazendo!?",0
5647,0x0A9AE1,02,21,"You're LOSING
money!","Tá
PERDENDO grana!",0
5648,0x0A9AF7,02,31,"When the market
dives press <!","Quando cair o
mercado aperte <",0
5649,0x0A9B17,02,34,"Nice work, GIRT.
This income will","Belo trabalho.
Essa renda vai",0
5650,0x0A9B3A,02,31,"help us expand
our operations.","ajudar a
expandir tudo.",0
5651,0x0A9B5A,02,30,"You don't have
enough change!","Você não tem
troco bastante!",0
5652,0x0A9B79,03,28," OK, GIRT...
 This is it!
 "," OK, GIRT...
 É agora!
 ",0
5653,0x0A9B96,03,39," You have ONE
 SHOT... Don't
 mess up!"," Você tem UMA
 CHANCE...
 Não erre!",0
5654,0x0A9BBE,03,38,"Achievement
Unlocked
#FOR THE MACHINE","Conquista
Desbloqueada
#PELA MÁQUINA",0
5655,0x0A9BE5,03,41," ...Now get
   the HELL out
   of there!"," ...Agora cai
   FORA daqui
   logo!",0
5656,0x0A9C0F,03,24," Meet me down on
 B2!
 "," Me encontre
 no B2!
 ",0
5657,0x0A9C28,02,14,  You missed!,  Você errou!,0
5658,0x0A9C37,03,44," It's too late!
 Security guards
 grab you."," Tarde demais!
 Os seguranças
 pegam você.",0
5659,0x0A9C64,03,44," You slipped out
 before anyone
 found you."," Você escapou
 antes que te
 achassem.",0
5660,0x0A9C91,03,42," Press > to
 read from the
 teleprompter!"," Aperte > para
 ler do
 teleprompter!",0
5661,0x0A9CBC,02,16,GIRT! Nooooooo!,GIRT! Nãoooooo!,0
5662,0x0A9CCD,03,33,"Holy CRAP! I'm
glad they
missed!","Cacete! Ainda
bem que
erraram!",0
5663,0x0A9CEF,03,38,"You know what
to do!
      GOOD LUCK!","Sabe o que
fazer!
   BOA SORTE!",0
5664,0x0A9D16,03,39,"OK Girt... 
Press > when
it's right on","OK Girt... 
Aperte > quando
estiver na",0
5665,0x0A9D3E,03,38,"the line! Be
patient... If
you're not","linha! Calma...
Se nao tiver
certeza",0
5666,0x0A9D65,03,46,"sure it's the
right time it's
better to wait.","que é a hora
certa é melhor
esperar mais.",0
5667,0x0A9D94,03,45,"Great work!
Your numbers are
looking better!","Belo trabalho!
Seus números
estão melhores!",0
5668,0x0A9DC2,03,36,"Not the best
performance
tonight...","Não foi a
melhor atuação
hoje...",0
5669,0x0A9DE7,03,38,"Hopefully we can
still eke out a
win!","Tomara que
ainda dê pra
vencer!",0
5670,0x0A9E0E,03,36,"OK GIRT... 
You got $103$/10
right.","OK GIRT... 
Você acertou
$103$/10.",0
5671,0x0A9E33,03,39,"That's not
great. Try to
get more than","Não tá ótimo.
Tente fazer
mais que",0
5672,0x0A9E5B,03,45,"seven at least
once before the
final debate!","sete ao menos
uma vez antes
do debate final",0
5673,0x0A9E89,03,44,"That's pretty
good! You can
keep practicing","Tá bem bom!
Pode treinar
mais ainda",0
5674,0x0A9EB6,03,43,"if you want to
get even better
or move on.","se quiser
ficar melhor
ou seguir.",0
5675,0x0A9EE2,03,49,"Alright... let's
see... Crunching
the numbers...","Beleza... vamos
ver... Fazendo
as contas...",0
5676,0x0A9F14,03,41,"Looks like MAWA is
way behind right
now.","Parece que MAWA
está bem atrás
agora.",0
5677,0x0A9F3E,03,45,"Looks like the
MAWA party is
ahead by a lot.","Parece que o
partido MAWA
lidera por muito",0
5678,0x0A9F6C,02,27,"OOF! Right now
it's a tie!","Putz! Agora
é empate!",0
5679,0x0A9F88,02,26,"It's a pretty
close race!","Disputa bem
apertada!",0
5680,0x0A9FA3,02,32,"Anyone could win
at this point.","Qualquer um
pode vencer.",0
5681,0x0A9FF8,03,41,"CONGRATULATIONS!
   You have
   unlocked","PARABÉNS!
   Você
   desbloqueou",0
5682,0x0AA022,03,44,"   additional
 OPTIONS in the
  menu screen","   OPÇÕES
 adicionais no
  menu da tela",0
5683,0x0AA04F,03,40," for completing
 the game THREE
 times."," por completar
 o jogo TRÊS
 vezes.",0
5684,0x0AA078,03,43," select OPTIONS
 on a TV SET to
 see them."," escolha OPÇÕES
 numa TV para
 vê-las.",0
5685,0x0AA0C5,02,16,  >-Swap Pieces, >-Trocar Peça,0
5686,0x0AA0D6,02,15,  Match all 4!,  Junte as 4!,0
5687,0x0AA0E6,03,51,"So... Voting has
already started.
All of the votes","Então... A
votação já
começou. Todos",0
5688,0x0AA11A,03,22,"need to be
counted!
 ","devem
ser contados!
 ",0
5689,0x0AA131,03,47,"...but first we
do a little bit
of...sorting. ","...mas antes
fazemos uma
seleção. ",0
5690,0x0AA161,03,36,"In case
you haven't
figured it out,","Caso ainda
não tenha
entendido,",0
5691,0x0AA186,03,46,"we put the MAWA
ballots in the
TRASH CANS and","votos da MAWA
vão no LIXO
e os",0
5692,0x0AA1B5,03,49,"the VOLF ones go
 in the ballot
collection boxes","votos VOLF vão
na urna de
votação",0
5693,0x0AA1E7,03,38," Press > to
 swap the item
 positions"," Aperte > pra
 trocar os
 itens",0
5694,0x0AA20E,03,39," and move
 between spots
 with [ and ]"," e mova
 entre pontos
 com [ e ]",0
5695,0x0AA25D,03,33,"Alright...
    
  GET TO WORK!!!","Beleza...
    
  MÃOS À OBRA!",0
5696,0x0AA27F,03,43,"You know the
drill... MAWA in
the trash...","Já sabe a
rotina... MAWA
no lixo...",0
5697,0x0AA2AB,03,28,"VOLF in the
ballot boxes.
 ","VOLF nas urnas
de voto.
 ",0
5698,0x0AA2C8,03,26,"Don't drop any
ballots.
 ","Não derrube
voto algum.
 ",0
5699,0x0AA2E3,03,44," Nice work! Put
 the blindfold
 back on and"," Belo trabalho!
 Ponha a venda
 de novo e",0
5700,0x0AA310,03,24," I'll take you
 home.
 "," te levo
 pra casa.
 ",0
5701,0x0AA329,03,40," OK... Your
 sorting skills
 could use "," OK... Sua
 habilidade de
 separar pode",0
5702,0x0AA352,03,45," some work...
 Put the blind-
 fold back on."," precisar
 melhorar... Põe
 a venda de novo.",0
5703,0x0AA380,03,43," It's hard to
 believe that
 you're trying"," É difícil
 acreditar que
 você tenta",0
5704,0x0AA3AC,03,41," your best...
 Hopefully
 that's enough."," o seu melhor...
 Tomara que
 dê certo.",0
5705,0x0AA3D6,03,28," I'll take you
 home now.
 "," Vou te levar
 pra casa.
 ",0
5706,0x0AA3F3,03,42," Today is a huge
 day for the
 future of "," Hoje é um dia
 enorme pro
 futuro da",0
5707,0x0AA41E,03,42," THE MACHINE!
 All eyes are on
 the newly"," MÁQUINA!
 Olhos no
 recém eleito",0
5708,0x0AA449,03,41," elected
 CHANCELLOR GIRT
 as he accepts"," CHANCELER GIRT
 ao aceitar
 o cargo e",0
5709,0x0AA473,03,40," the position
 and plots a new
 course."," traçar um
 novo rumo
 adiante.",0
5710,0x0AA49C,03,40,"You have to
decide how much
you want to","Você deve
decidir o quanto
vai prometer",0
5711,0x0AA4C5,03,36,"promise to do in
your first term!
 ","fazer no seu
primeiro mandato!
 ",0
5712,0x0AA4EA,03,40,"Ambitious new
goals coming
from the new","Metas novas e
ambiciosas vindas
do novo",0
5713,0x0AA513,03,44,"chancellor! You
heard it here
first, folks!","chanceler! Ouviram
aqui primeiro,
gente!",0
5714,0x0AA540,03,35,"The real
question is...
has he set","A pergunta
real é... ele
botou as",0
5715,0x0AA564,03,25,"expectations too
high?
 ","expectativa
alta?
 ",0
5716,0x0AA57E,03,43,"We see this a
lot. Some say
it's betraying","Vemos isso
muito. Dizem que
é trair as",0
5717,0x0AA5AA,03,41,"campaign vows
but sometimes
it's wise to","promessas mas às
vezes é sábio
baixar",0
5718,0x0AA5D4,03,48,"lower expectati-
ons so that you
can meet them!","baixar as
expectativas pra
você cumprir!",0
5719,0x0AA605,03,49,"Remember, stay
tuned to MNC for
breaking news!!!","Fiquem ligados
na MNC pras
notícias!!!",0
5720,0x0AA637,03,38," OK, GIRT...
 Remember to
 breathe..."," OK, GIRT...
 Lembre de
 respirar...",0
5721,0x0AA65E,03,46,"...but don't
breathe when you
fire the rifle!"," ...mas não
 respire ao
 atirar o rifle!",0
5722,0x0AA68D,03,48," Wait until the
 cursor is over
 the target and"," Espere o cursor
 ficar sobre o
 alvo e aperte",0
5723,0x0AA6BE,03,24," press the >
 button!
 "," o botão >!
 
 ",0
5724,0x0AA6D7,03,21," Nice work,
 GIRT!
 "," Boa,
 GIRT!
 ",0
5725,0x0AA6ED,03,39," Remember,
 you're only 
 going to get"," Lembre,
 você só vai
 ter um tiro",0
5726,0x0AA715,03,44," ONE SHOT before
 they find your
 position."," UM TIRO antes
 de acharem
 você.",0
5727,0x0AA742,02,33," You're getting
 the hang of it!"," Você está
 pegando o jeito!",0
5728,0x0AA764,02,31," Try to hit it
 one more time."," Tente acertar
 mais uma vez.",0
5729,0x0AA784,03,44," I think you're
 ready for the
 main event."," Acho que está
 pronto pro
 evento.",0
5730,0x0AA7B1,03,36," Stay hidden
 right where you
 are."," Fique escondido
 bem onde
 está.",0
5731,0x0AA7D6,03,47," The rally is
 going to start
 in a few hours."," O comício vai
 começar em
 poucas horas.",0
5732,0x0AA806,03,42,"Don't pull the
trigger until
you're sure ","Não puxe o
gatilho até ter
certeza que",0
5733,0x0AA831,03,33,"you've got your
shot lined up.
 ","alinhou o seu
tiro direito.
 ",0
5734,0x0AA853,03,35,"What the hell?
He's already
dead!?","Que diabos?
Ele já está
morto!?",0
5735,0x0AA877,03,42,"It was supposed
to look like an
accident!","Era pra parecer
um acidente!
Não isso!",0
5736,0x0AA8A2,03,45,"Quick! Drag the
body down to the
acid water.","Rápido! Arraste
o corpo até a
água ácida.",0
5737,0x0AA8D0,03,42,"Maybe we can
make it look
like a suicide.","Talvez a gente
faça parecer
um suicídio.",0
5738,0x0AA8FB,03,46,"It's YOKI. He's
got holes burned
through him.","É o YOKI. Tem
buracos queimados
nele.",0
5739,0x0AA92A,03,42,"Looks like he
was shot with
a laser beam?","Parece que ele
levou um tiro
de laser?",0
5740,0x0AA955,03,47,"Don't let anyone
see you dragging
the body!!!!","Não deixe ver
você arrastando
o corpo!!!!",0
5741,0x0AA985,03,30,"Dump it just
south of here!
 ","Jogue logo ao
sul daqui!
 ",0
5742,0x0AA9A4,03,51,"Something smells
funny... I wonder
if it has to do","Sinto um cheiro
esquisito... Será
que tem a ver",0
5743,0x0AA9D8,03,25,"with that drug
dealer?
 ","com aquele
traficante?
 ",0
5744,0x0AA9F2,03,39,"A CHAIN is
blocking you
from entering.","Uma CORRENTE te
impede de
entrar.",0
5745,0x0AAA1A,03,44,"GIIIIIIRT!!!!
Where the HELL
are you going?","GIIIIIIRT!!!!
Pra onde diabos
está indo?",0
5746,0x0AAA47,03,29,"Go back and move
the body!
 ","Volte e mova
o corpo!
 ",0
5747,0x0AAA65,02,26,"Help! POLICE!!!
Murder!!!","Socorro! TIRA!
Assassino!",0
5748,0x0AAA80,02,26,"Stop right where
you are!","Pare aí mesmo
onde está!",0
5749,0x0AAA9B,02,15,Drop the body!,Solte o corpo!,0
5750,0x0AAAAB,02,27,"Put your hands in
the air!","Mãos pro alto
agora!",0
5751,0x0AAAC7,03,52,"Whoa... I've never
seen the police
show up so fast!","Nossa... Nunca
vi os tiras
virem tão rápido!",0
5752,0x0AAAFC,03,43,"GIIIIIRT! 
 WHAT THE HELL
 ARE YOU DOING!?","GIIIIIRT! 
 QUE DIABOS
 VOCÊ FAZ!?",0
5753,0x0AAB28,02,34,"...without break-
ing a few eggs!","...sem quebrar
alguns ovos!",0
5754,0x0AAB4B,03,38,"Achievement
Unlocked
        #KINGPIN","Conquista
Liberada
        #KINGPIN",0
5755,0x0AAB72,03,40," Great...
 There's a cop.
 I may be his"," Ótimo...
 Tem um tira.
 Posso ser o",0
5756,0x0AAB9B,03,42," boss but if he
 sees you I
 will have no"," chefe dele mas
 se te ver não
 saberei",0
5757,0x0AABC6,03,44," idea who you
 are. You'll be
 on your own."," quem você é.
 Vai estar
 por conta.",0
5758,0x0AABF3,03,39," Dump YOKI's
 body in the
 ACID WATER."," Jogue YOKI
 na ÁGUA
 ÁCIDA.",0
5759,0x0AAC1B,03,34,"GIRT! Dump the
body in the
water!","GIRT! Jogue o
corpo na
água!",0
5760,0x0AAC3E,03,43,"GIRT! Don't hang
around! Get out
of there!","GIRT! Não fique
aí! Saia
depressa!",0
5761,0x0AAC6A,02,32,"Hey you!!! What
are you doing!?","Ei você!!! O
que está fazendo!?",0
5762,0x0AAC8B,02,29," GIRT... You are
 my friend."," GIRT... Você é
 meu amigo.",0
5763,0x0AACA9,02,25," Please help me
 escape."," Por favor
 me ajude.",0
5764,0x0AACC3,02,24," I have a bad
 feeling."," Tenho mau
 palpite.",0
5765,0x0AACDC,02,29," Please keep me
 in my body."," Me mantenha
 no meu corpo.",0
5766,0x0AACFA,02,30," I don't need my
 full brain."," Não preciso
 do cérebro todo",0
5767,0x0AAD19,03,38," You can
 override the
 controls that"," Você pode
 burlar os
 controles que",0
5768,0x0AAD40,03,47," keep ART in the
 laboratory or
 turn him off."," prendem ART no
 laboratório ou
 desligá-lo.",0
5769,0x0AAD70,02,33," I...thought...
 we were friends"," Eu...pensei...
 éramos amigos",0
5770,0x0AAD92,02,34," Thank you GIRT!
 You ARE friend!"," Obrigado GIRT!
 Você É amigo!",0
5771,0x0AADB5,02,30," ART vanished
 into thin air!"," ART sumiu
 no ar!",0
5772,0x0AADD4,03,38,"Achievement
Unlocked
     #TEAM ROBOT","Conquista
Liberada
     #TEAM ROBOT",0
5773,0x0AADFB,03,40," ART looks
 particularly
 lifeless now."," ART parece
 bem sem vida
 agora.",0
5774,0x0AAE24,03,39," It's a robot
 body. 
 It doesn't look"," É um corpo
 de robô. 
 Não parece",0
5775,0x0AAE4C,03,41," very mechanical
 but it does
 look odd."," muito mecânico
 mas parece
 estranho.",0
5776,0x0AAE76,02,21," This is...
 a body?"," Isso é..
 um corpo?",0
5777,0x0AAE8C,02,24," tHANK...YOU
 for BODY."," oBRIGADO..
 por CORPO.",0
5778,0x0AAEA5,03,45," As you can see,
 there's still
 work to do."," Como pode ver,
 ainda há muito
 a fazer.",0
5779,0x0AAED3,03,43," Anyway, I'm off
 to meet a
 friend on B2."," Enfim, vou ver
 um amigo
 no B2.",0
5780,0x0AAEFF,03,42," Have a good
 evening. See
 you tomorrow!"," Boa noite.
 Te vejo
 amanhã!",0
5781,0x0AAF2A,03,45," YOKI'S LOG: I
 have enabled a
 few failsafe"," DIÁRIO YOKI:
 ativei algumas
 proteções",0
5782,0x0AAF58,03,46," mechanisms in
 ART's system.
 The first is a"," no sistema do
 ART. A primeira
 é uma trava",0
5783,0x0AAF87,03,45," geofence lock.
 Since ART's
 body TELEPORTS"," de geocerca.
 O ART pode
 TELETRANSPORTAR",0
5784,0x0AAFB5,03,36," it will keep
 him inside the
 lab."," mas vai ficar
 dentro do
 lab.",0
5785,0x0AAFDA,03,46," The second is
 the ETHICS CHIP
 which I have"," A segunda é
 o CHIP DE ÉTICA
 que pus",0
5786,0x0AB009,03,36," implemented
 for obvious
 reasons."," por razões
 óbvias.
 ",0
5787,0x0AB02E,02,27," Go ahead and
 try it out!"," Vá em frente
 e teste!",0
5788,0x0AB04A,02,24," Activate ART
 with the"," Ative ART
 com o",0
5789,0x0AB063,02,24," computer 
 over there."," computador 
 ali.",0
5790,0x0AB07C,03,34,"We locked up that
killer ROBOT.
 ","Trancamos aquele
ROBÔ matador.
 ",0
5791,0x0AB09F,03,36,"The world gets
crazier every
day...","O mundo fica
mais doido
cada dia...",0
5792,0x0AB0C4,03,35,"I'm just here
collecting
evidence.","Só estou aqui
coletando
provas.",0
5793,0x0AB0E8,03,41,"...pretty sure AI
is above my pay
grade!","...IA está bem
acima do meu
salário!",0
5794,0x0AB112,02,31,"Even though he
wasn't human...","Mesmo ele não
sendo humano...",0
5795,0x0AB132,02,17,GIRT misses ART.,GIRT sente ART.,0
5796,0x0AB144,03,25," I made ART a
 body...
 "," Fiz corpo
 pro ART.
",0
5797,0x0AB15E,03,42," It's not
 complete yet.
 If he is placed"," Ainda não
 está pronto.
 Se for posto",0
5798,0x0AB189,03,46," in the body it
 reduces his
 brain capacity."," no corpo isso
 reduz a
 capacidade dele.",0
5799,0x0AB1B8,03,36," You can go
 ahead and try
 it out."," Pode ir em
 frente e
 testar.",0
5800,0x0AB1DD,03,44," What you see
 before you is a
 theoretical"," O que você vê
 é uma forma
 teórica",0
5801,0x0AB20A,03,43," model of the
 universe in
 which we live."," modelo do
 universo onde
 nós vivemos.",0
5802,0x0AB236,03,38," While it may
 not look
 exactly like"," Mesmo não
 parecendo bem
 assim,",0
5803,0x0AB25D,03,32," this, an
 incredibly
 powerful"," um super
 computador
 potente",0
5804,0x0AB27E,03,42," supercomputer
 of this nature
 is likely"," desse tipo
 deve estar
 com nosso",0
5805,0x0AB2A9,03,39," hosting our
 universe. By
 toggling a"," universo.
 Mudando umas
 variáveis eu",0
5806,0x0AB2D1,03,51," few variables I
 have managed to
 ALTER REALITY!!"," consegui
 ALTERAR A
 REALIDADE!!",0
5807,0x0AB305,03,47," The experiment
 itself is in a
 secret lab on"," O experimento
 está num
 lab secreto",0
5808,0x0AB335,03,15," floor B2.
 
 "," no piso B2.

",0
5809,0x0AB345,02,34," ACCESS CODE for
 secret lab: 171"," CÓDIGO do lab
 secreto: 171",0
5810,0x0AB368,03,39," If you are
 seeing this
 hologram, it"," Se você vê
 este holograma,
 é porque",0
5811,0x0AB390,03,37," is most likely
 because I am
 dead."," eu provavelmente
 estou morto.
 ",0
5812,0x0AB3B6,03,49," I set this room
 to unlock if I
 did not log in"," A sala destrava
 se eu não logar
 em 24 horas.",0
5813,0x0AB3E8,03,44," for 24 hours.
 What you see
 before you is"," O que você vê
 diante de si
 é o trabalho",0
5814,0x0AB415,03,44," my life's work
 that I have
 been secretly"," da minha vida
 que venho
 fazendo em",0
5815,0x0AB442,03,37," pursuing using
 the lab's
 funding."," segredo com
 a verba
 do lab.",0
5816,0x0AB468,03,43," To see more,
 please access
 the consoles"," Pra ver mais,
 acesse os
 consoles",0
5817,0x0AB494,03,29," in the rear of
 the room.
 "," no fundo da
 sala.
 ",0
5818,0x0AB4B2,03,46," To those that
 knew me, I am
 very sorry if "," Aos que me
 conheciam,
 desculpe se",0
5819,0x0AB4E1,03,46," you find this 
 hologram to be
 distasteful."," achar este
 holograma
 desagradável.",0
5820,0x0AB510,02,11,UNFINISHED,INACABADO,0
5821,0x0AB51C,03,30," Being a
 scientist
 requires"," Ser cientista
 exige
 muita",0
5822,0x0AB53B,03,22," lots of
 patience.
 "," paciência.
 
 ",0
5823,0x0AB552,03,42," You will be
 training me to
 repair DNA."," Vai me treinar
 a consertar
 DNA.",0
5824,0x0AB57D,03,42," Press the 
 D-PAD [ ] \ =
 to select the"," Aperte o
 D-PAD [ ] \ =
 pra escolher",0
5825,0x0AB5A8,03,47," next segment of
 DNA. Make sure
 that the TOP"," o próximo
 trecho de DNA.
 Confira que",0
5826,0x0AB5D8,03,35," of the piece
 you select
 matches"," o TOPO da peça
 escolhida
 bata",0
5827,0x0AB5FC,03,34," the BOTTOM of
 the DNA strand.
 "," com a BASE da
 fita de DNA.
 ",0
5828,0x0AB61F,03,43," If you break
 the chain you
 will have to"," Se quebrar a
 cadeia, terá
 que recomeçar",0
5829,0x0AB64B,03,17," start over!
 
 "," do zero!
 
 ",0
5830,0x0AB65D,03,42," Otherwise I
 will learn to
 do it wrong."," Senão eu vou
 aprender a
 fazer errado.",0
5831,0x0AB688,03,42," You will be
 teaching me to
 repair DNA."," Vai me ensinar
 a consertar
 DNA.",0
5832,0x0AB6B3,03,25," next segment of
 DNA.
 "," trecho de
 DNA.
 ",0
5833,0x0AB6CD,03,37," GIRT... Do you
 ever find
 yourself"," GIRT... Você
 já se viu
 em apuros",0
5834,0x0AB6F3,03,24," troubled by
 ETHICS?
 "," a ÉTICA?
 
 ",0
5835,0x0AB70C,03,40," I suppose my
 ETHICS CHIP
 helps me to"," Acho que o
 CHIP DE ÉTICA
 me faz mais",0
5836,0x0AB735,03,48," be more human..
 but even though
 you and YOKI"," humano.. mas
 mesmo você e
 YOKI tendo",0
5837,0x0AB766,03,49," have ETHICS you
 still work for
 GHAN. Isn't he"," ÉTICA, vocês
 trabalham pro
 GHAN. Ele não",0
5838,0x0AB798,03,43," a criminal?
 I find humans
 most curious."," é criminoso?
 Humanos são
 curiosos.",0
5839,0x0AB7C4,03,39," Is my ETHICS
 CHIP really
 necessary?"," Meu CHIP
 DE ÉTICA é
 necessário?",0
5840,0x0AB7EC,03,45," I can't help
 but feel that
 my ETHICS CHIP"," Sinto que meu
 CHIP DE ÉTICA
 é um fardo.",0
5841,0x0AB81A,03,48," is a burden to
 me. Even if I
 can see an easy"," Mesmo achando
 uma solução
 fácil pra algo",0
5842,0x0AB84B,03,49," solution to a
 problem it will
 prevent me from"," ele me impede
 de fazer. O
 que acha,",0
5843,0x0AB87D,03,38," doing it. What
 do you think,
 GIRT?"," GIRT?
 
 ",0
5844,0x0AB8A4,03,36," Should I remove
 my ETHICS CHIP?
 "," Devo tirar o
 CHIP DE ÉTICA?
 ",0
5845,0x0AB8C9,03,35," Thank you,
 GIRT. My
 program did"," Valeu,
 GIRT. Meu
 programa não",0
5846,0x0AB8ED,03,50," not allow me to
 do that without
 authorization."," deixava sem
 permissão.
 ",0
5847,0x0AB920,03,32," OK, now
 sequence some
 genes!"," OK, agora
 sequencie
 genes!",0
5848,0x0AB941,03,41," Thank you,
 GIRT. I needed
 advice from"," Valeu, GIRT.
 Eu precisava
 de conselho",0
5849,0x0AB96B,03,35," someone who
 knows about
 ETHICS."," alguém que
 entende de
 ÉTICA.",0
5850,0x0AB98F,02,10,Frame = 0,Frame = 0,0
5851,0x0AB99A,02,32," GENE SEQUENCE
  #COMPLETE#   $"," SEQ. GENÉTICA
  #COMPLETA#   $",0
5852,0x0AB9BB,03,46," It's some sort
 of experimental
 lifeform..."," É um tipo de
 forma de vida
 experimental..",0
5853,0x0AB9EA,03,28," It does not
 look happy.
 "," Ela não
 parece feliz.
 ",0
5854,0x0ABA07,02,34,"GIRT!!! What are
you doing poking","GIRT!!! O que tá
fazendo mexendo",0
5855,0x0ABA2A,02,18,"around in
there!?","aí
dentro!?",0
5856,0x0ABA3D,03,37," You don't need
 to work right
 now."," Não precisa
 trabalhar
 agora.",0
5857,0x0ABA63,03,39," GIRT, your
 assistance is
 not needed"," GIRT, sua
 ajuda não é
 necessária",0
5858,0x0ABA8B,03,43," with gene
 reconstruction
 at the moment."," com o reparo
 de genes
 no momento.",0
5859,0x0ABAB7,02,25,"There's nothing in
here.","Não tem nada
aqui.",0
5860,0x0ABAD1,02,35,"You feel grateful
that it's empty.","Você fica feliz
que está vazio.",0
5861,0x0ABAF5,03,45," How's the DNA
 repair? Not
 super fun, huh?"," Como vai o
 reparo do DNA?
 Chato, né?",0
5862,0x0ABB23,03,45," That's why we
 want to have
 an A.I. do it."," Por isso a
 gente quer uma
 I.A. pra fazer.",0
5863,0x0ABB51,03,39," Intellectuals
 like us are
 eternally"," Intelectuais
 como nós são
 eternos",0
5864,0x0ABB79,03,44," curious. For
 example... I'll
 bet you are"," curiosos. Por
 exemplo... aposto
 que está",0
5865,0x0ABBA6,03,37," wondering
 what's behind
 door 3..."," curioso com
 o que tem
 na porta 3.",0
5866,0x0ABBCC,03,36," Perhaps some
 day I can show
 you."," Talvez um dia
 eu te mostre.
 ",0
5867,0x0ABBF1,03,52," ...and ART felt
 that THE MACHINE
 would be better"," ...e ART achou
 que A MÁQUINA
 estaria melhor",0
5868,0x0ABC26,03,41," off with a
 more competent
 chancellor."," com um
 chanceler mais
 competente.",0
5869,0x0ABC50,03,38," It was strange
 that the
 chancellor"," Foi estranho
 o chanceler
 sumir...",0
5870,0x0ABC77,03,51," went missing...
 but the public
 didn't complain."," mas o povo não
 reclamou. ART
 fazia um bom",0
5871,0x0ABCAB,03,31," ART was doing a
 great job.
 "," trabalho.
 
 ",0
5872,0x0ABCCB,02,35,"While fighting the
war was brutal,","Lutar a guerra
foi brutal,",0
5873,0x0ABCEF,02,26,"governing was far
harder.","governar foi
mais duro.",0
5874,0x0ABD0A,03,40,"GIRT, the only
person they could
trust,","GIRT, o único
de confiança,
",0
